,Code commune,Population: Habitants (2014),Population: Variation en % (2010-2014),Population: Densité de la population par km² (2014),Population: Etrangers en % (2014),Répartition par âge en %: 0-19 ans (2014),Répartition par âge en %: 20-64 ans (2014),Répartition par âge en %: 65 ans ou plus (2014),Mouvement de la population (en ‰): Taux brut de nuptialité (2014),Mouvement de la population (en ‰): Taux brut de divortialité (2014),Mouvement de la population (en ‰): Taux brut de natalité (2014),Mouvement de la population (en ‰): Taux brut de mortalité (2014),Ménage: Ménages privés (2014),Ménage: Taille moyenne des ménages en personnes (2014),Surface: Surface totale en km² (2004/09),Surface: Surfaces d'habitat et d'infrastructure en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface agricole en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface boisée en % (2004/09),Surface: Surface improductive en % (2004/09),Economie 1): Emplois total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Economie 1): Etablissements total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Constructions et logements: Taux de logements vacants (2015),Constructions et logements: Nouveaux logements construits pour 1000 habitants (2013),Protection sociale: Taux d'aide sociale (2014),Partis politiques en % (élections au Conseil national): PLR 2) (2015),Partis politiques en % (élections au Conseil national): PDC (2015),Partis politiques en % (élections au Conseil national): PS (2015),Partis politiques en % (élections au Conseil national): UDC (2015),Partis politiques en % (élections au Conseil national): PEV/PCS (2015),Partis politiques en % (élections au Conseil national): PVL (2015),Partis politiques en % (élections au Conseil national): PBD (2015),Partis politiques en % (élections au Conseil national): PST/Sol. (2015),Partis politiques en % (élections au Conseil national): PES (2015),Partis politiques en % (élections au Conseil national): Petits partis de droite (2015),Partis politiques en % (élections au Conseil national): Autres (2015),Infractions en ‰ de la population totale: selon le Code pénal (CP) (2014),Infractions en ‰ de la population totale: selon la Loi sur les stupéfiants et les produits psychotropes (LStup) (2014),Infractions en ‰ de la population totale: selon la Loi sur les étrangers (LEtr) (2014)
Estavayer-le-Lac,2015,6134,10.4429240187,689.9887514061,27.4861428106,22.546462341,62.0965112488,15.3570264102,3.9254170756,1.4720314033,9.9771017337,7.6872751062999995,2588,2.3222565688,8.93,28.1075027996,56,54.5352743561,-51,11.8701007839,5.4871220605,3392,39,1345,2008,444,15,95,334,0.2578150177,2.1332458156,3.085001641,13.796099633,29.098281522,23.344274957,22.272639506,1.6702066036,2.2880865032,1.7860590848,*,5.0685460514,0.6758061402000001,*,89.1040367575,12.7994748933,1.8050541516
Fétigny,2016,931,11.497005988,227.0731707317,13.9634801289,28.678839957,58.2169709989,13.104189044,9.8522167488,2.1893814997,7.6628352490000005,4.3787629995,336,2.75,4.07,12.285012285,10,76.9041769042,-12,9.5823095823,1.2285012285,327,25,36,266,43,8,9,26,0.8219178082,5.5803571429000005,1.5625,13.442460317,22.222222222,16.319444444,38.392857143,0.0992063492,1.2400793651,3.5714285714000003,*,4.7123015873,*,*,30.1339285714,7.8125,4.4642857143
Gletterens,2022,957,21.2927756654,373.828125,13.1661442006,23.197492163,60.0835945664,16.7189132706,3.1397174254,2.0931449503,6.2794348509,8.3725798012,365,2.5945205479,2.93,20.1365187713,15,51.5358361775,-15,16.0409556314,12.2866894198,214,18,59,137,55,7,12,36,0.22988505750000002,11.5303983229,0.9433962264,11.434302909,17.40220662,22.016048144,37.963891675,2.1063189569,2.1564694082,1.9057171515,*,3.7612838516,1.2537612839,*,62.893081761,5.2410901468,0
Léchelles,2024,751,21.7179902755,86.0252004582,17.7097203728,23.3022636485,65.1131824234,11.5845539281,5.6457304164,0,14.1143260409,8.4685956246,301,2.4717607973,8.75,6.6285714286,0,55.0857142857,-2,37.9428571429,0.3428571429,119,30,19,70,36,12,9,15,0.6024096386000001,28.5285285285,1.0510510511,16.44993498,26.657997399,25.812743823,19.310793238,2.7308192458000002,1.4954486346,1.1703511053,*,4.1612483745,2.210663199,*,51.0510510511,0,9.009009009
Lully (FR),2025,1076,12.7882599581,195.6363636364,15.1486988848,28.1598513011,60.3159851301,11.5241635688,4.7036688617,3.7629350894,14.1110065851,4.7036688617,395,2.7139240506,5.48,12.5912408759,34,66.7883211679,-28,20.4379562044,0.1824817518,308,40,28,240,71,14,10,47,2.8235294118,7.619047619,2,8.8680016347,30.85410707,20.719248059,29.219452391,1.5120555783,2.4111156518,1.9615856150000002,*,2.4519820188,2.002451982,*,52.380952381,10.4761904762,1.9047619048
Ménières,2027,378,17.0278637771,86.301369863,13.7566137566,27.2486772487,58.4656084656,14.2857142857,2.7359781121999998,2.7359781121999998,2.7359781121999998,5.4719562244,144,2.6180555556,4.35,9.1954022989,13,75.1724137931,-12,15.632183908,0,103,42,17,44,24,12,2,10,0,11.3314447592,0.283286119,18.956043956,20.192307692,16.208791209,39.148351648,0.13736263740000001,0.2747252747,3.4340659341,*,1.6483516484,*,*,48.1586402266,11.3314447592,0
Montagny (FR),2029,2274,11.252446184,129.7945205479,11.4335971856,25.417766051,59.454705365,15.127528584,3.5730236713,1.7865118356,8.9325591782,4.0196516302,876,2.5639269406,17.52,8.2191780822,35,57.2488584475,-41,33.7328767123,0.7990867580000001,473,110,70,293,154,40,22,92,1.7154389506,16.333938294,0.8166969147,10.929675593,21.249727847,25.168735032,29.196603527,2.3296320488,2.1554539517,1.4151970390000002,*,5.0076202917,2.5473546702,*,42.1960072595,15.8802177858,8.6206896552
Morens (FR),2033,158,6.0402684564,60.7692307692,12.0253164557,24.6835443038,58.8607594937,16.4556962025,6.6666666667,0,13.3333333333,6.6666666667,58,2.724137931,2.6,16.1538461538,2,66.5384615385,-2,16.1538461538,1.1538461538,40,32,0,8,14,10,0,4,0,14.0845070423,0,21.951219512,17.804878049,14.634146341,37.56097561,*,1.4634146341,0.7317073171,*,5.8536585366,*,*,42.2535211268,14.0845070423,0
Murist,2034,604,6.7137809187,73.4793187348,8.4437086093,24.0066225166,60.0993377483,15.8940397351,4.9342105263,3.2894736842,6.5789473684,3.2894736842,237,2.5232067511,8.2,7.5609756098,24,74.512195122,-26,17.9268292683,0,174,68,22,84,42,21,4,17,1.5037593985000002,4.9019607843,1.3071895425,20.19667171,19.137670197,22.919818457,19.667170953,2.1936459909,1.3615733737,3.9334341906,*,8.3963691377,2.1936459909,*,29.4117647059,3.2679738562000002,0
Nuvilly,2035,398,7.2776280323,100,8.5427135678,26.8844221106,57.2864321608,15.8291457286,7.5757575758,2.5252525253,2.5252525253,5.0505050505,149,2.6241610738,3.97,7.3047858942,15,74.5591939547,-12,18.1360201511,0,191,38,19,134,48,12,7,29,2.9411764706,7.614213198,0.7614213198,11.547085202,25.224215247,18.385650224,30.717488789,1.7937219731,*,*,*,12.331838565,*,*,38.0710659898,0,0
Prévondavaux,2038,61,-3.1746031746,33.5164835165,6.5573770492,26.2295081967,60.6557377049,13.1147540984,16,0,0,0,24,2.5,1.83,4.9180327869,5,62.8415300546,-4,32.2404371585,0,19,13,2,4,8,4,1,3,0,0,1.5625,22.012578616,15.094339623,27.044025157,25.157232704,*,4.4025157233,*,*,6.2893081761000005,*,*,15.625,0,0
Rueyres-les-Prés,2039,423,32.1875,131.7757009346,12.7659574468,25.2955082742,60.0472813239,14.6572104019,12.5156445557,2.5031289111,15.0187734668,0,154,2.7467532468,3.16,14.5569620253,7,82.2784810127,-10,2.2151898734,0.9493670886000001,94,18,7,69,24,8,3,13,3.5928143713000003,21.2765957447,2.1276595745,13.906581741,24.628450106,11.146496815,27.070063694,1.3800424628,1.804670913,1.804670913,*,18.04670913,0.2123142251,*,45.2127659574,0,2.6595744680999998
Russy,2040,221,6.25,59.5687331536,3.6199095023,19.9095022624,65.1583710407,14.9321266968,8.8888888889,0,0,4.4444444444,89,2.4494382022,3.71,4.0431266846,8,60.6469002695,-7,35.3099730458,0,26,17,2,7,16,8,2,6,0,13.1004366812,0,10.104011887,21.396731055,19.910846954,20.802377415,4.0118870728,2.5260029718,*,*,5.4977711738,15.750371471,*,8.7336244541,0,26.2008733624
Saint-Aubin (FR),2041,1596,14.7375988497,202.2813688213,20.6140350877,24.1854636591,61.5288220551,14.2857142857,6.3431652395,3.8058991437,12.6863304789,8.2461148113,645,2.4589147287,7.9,10.3797468354,18,81.2658227848,-20,6.4556962025,1.8987341772000002,479,57,161,261,89,19,24,46,0.8522727273,10.2761721259,0.899165061,15.472952554,26.835902085,21.003324267,28.256270777,0.8159564823000001,2.5385312783,1.2692656392,*,3.4753702025,0.33242671500000004,*,43.673731535,0.6422607579,3.8535645472
Sévaz,2043,250,0,100,22,27.6,61.6,10.8,3.9603960396,0,11.8811881188,0,98,2.5510204082,2.47,8.9068825911,12,87.044534413,-16,2.024291498,2.024291498,187,10,27,150,29,4,6,19,0,0,0,26.112185687,21.276595745,19.729206963,19.535783366,0.9671179884000001,0.9671179884000001,0.1934235977,*,9.8646034816,1.3539651838,*,78.431372549,0,0
Surpierre,2044,332,9.2105263158,68.8796680498,8.734939759,20.7831325301,60.843373494,18.3734939759,3.0441400304,0,9.1324200913,12.1765601218,130,2.5153846154,4.77,4.6121593291,3,57.4423480084,-7,37.9454926625,0,63,14,25,24,20,6,5,9,1.2987012987,0,1.5384615385,12.307692308,19.846153846,21.538461538,34.153846154,0.3076923077,1.2307692308,6.3076923077,*,4.3076923077,*,*,18.461538461499998,12.3076923077,12.3076923077
Vallon,2045,390,17.4698795181,111.1111111111,12.8205128205,26.6666666667,61.5384615385,11.7948717949,2.5906735751000003,0,15.5440414508,5.1813471503,146,2.6506849315,3.52,8.8068181818,8,87.7840909091,-7,3.4090909091,0,62,23,2,37,22,8,2,12,4.4198895028,18.3246073298,0,10.534846029,23.662884927,34.197730956,20.421393841,1.4586709887,1.4586709887,2.1069692058,*,5.8346839546,0.3241491086,*,36.6492146597,2.6178010471,0
Villeneuve (FR),2047,372,13.7614678899,105.3824362606,16.935483871,26.6129032258,59.9462365591,13.4408602151,2.6773761714,0,2.6773761714,2.6773761714,144,2.5763888889,3.57,7.8431372549,6,56.5826330532,-9,33.893557423,1.6806722689,68,7,48,13,17,4,5,8,0,13.3333333333,1.6,6.5378900446,16.196136701,24.962852897,35.958395245,0.44576523030000004,5.4977711738,2.0802377415,*,5.9435364042,2.3774145617,*,10.6666666667,2.6666666667000003,0
Vuissens,2049,253,40.5555555556,45.1785714286,18.9723320158,29.6442687747,55.7312252964,14.6245059289,11.857707509899999,3.95256917,27.6679841897,3.95256917,97,2.6082474227,5.6,12.5,54,51.0714285714,-55,36.4285714286,0,38,15,8,15,20,8,4,8,6.4220183486,7.9051383399,0,13.265306122,37.755102041,12.040816327,16.734693878,0.20408163270000002,1.6326530612,11.224489796,*,6.9387755102,0.20408163270000002,*,90.9090909091,0,0
Les Montets,2050,1404,11.5170770453,136.7088607595,16.2393162393,23.9316239316,62.7492877493,13.3190883191,0.7241129616,0.7241129616,10.8616944243,3.6205648081,537,2.4953445065,10.31,11.0572259942,42,59.6508244423,-49,29.0979631426,0.19398642100000002,318,69,139,110,88,25,19,44,0.16611295680000002,4.4182621502,1.1045655376,17.887690591,23.280029751,15.656377836,31.535886947,2.3428783935,0.5950167348000001,1.524730383,*,6.5079955374,0.6693938267,*,44.1826215022,9.5729013255,13.2547864507
Delley-Portalban,2051,1038,14.8230088496,149.3525179856,12.04238921,18.7861271676,60.7899807322,20.4238921002,5.8422590068,0.9737098345,15.5793573515,8.7633885102,457,2.2341356674,7.26,11.9834710744,22,64.0495867769,-15,13.4986225895,10.4683195592,156,82,20,54,50,13,10,27,0.1398601399,13.7795275591,1.0826771654,10.49270073,22.308394161,16.833941606,38.868613139,2.098540146,1.9616788321,2.052919708,*,5.0638686131,0.3193430657,*,52.1653543307,7.874015748,0
Vernay,2052,1067,4.7105004907,129.9634591961,8.3411433927,25.8669165886,60.5435801312,13.5895032802,1.8744142455000001,0.9372071228000001,7.4976569822,6.5604498594,376,2.8111702128,8.35,5.5089820359,11,74.251497006,-13,18.0838323353,2.1556886228,271,45,180,46,64,20,15,29,0.4576659039,4.6860356139,2.5304592315,13.313275668,19.518616021,22.414441519,29.296728093,1.5795411809000002,3.1966904851,1.9932305378000001,*,6.2053403535000005,2.4821361414,*,25.3045923149,3.7488284911000003,0.9372071228000001
Auboranges,2061,283,6.7924528302,146.6321243523,12.0141342756,27.2084805654,59.7173144876,13.074204947,0,0,17.9856115108,0,103,2.7475728155,1.92,8.3333333333,4,81.25,-3,10.4166666667,0,47,16,14,17,19,7,3,9,0.9433962264,0,0,13.260530421,23.400936037,12.948517941,42.277691108,1.872074883,3.2761310452,0.4680187207,*,2.3400936037,0.1560062402,*,47.619047619,0,3.663003663
Billens-Hennens,2063,684,3.3232628399,139.8773006135,12.865497076,24.1228070175,60.8187134503,15.0584795322,5.9084194978,4.4313146233000005,7.3855243722,5.9084194978,263,2.5703422053000002,4.9,6.5306122449,13,80.4081632653,-12,13.0612244898,0,356,43,11,302,43,16,4,23,0.6872852234,4.4776119403,0.8955223881000001,18.532338308,19.527363184,19.527363184,33.706467662,0.9950248756000001,0.3109452736,0.49751243780000004,*,6.8407960199,0.0621890547,*,28.3582089552,0,0
Chapelle (Glâne),2066,262,5.2208835341,129.702970297,9.5419847328,25.9541984733,61.0687022901,12.9770992366,7.6335877863,3.8167938931,15.2671755725,3.8167938931,92,2.847826087,2.03,8.3743842365,3,71.4285714286,-2,20.197044335,0,42,16,7,19,22,7,4,11,0,3.8167938931,0,11.295681063,23.588039867,19.435215947,34.551495017,1.6611295681,0.33222591360000003,0.4983388704,*,5.9800664452,2.657807309,*,22.9007633588,0,0
Le Châtelard,2067,373,6.5714285714,49.6671105193,4.8257372654,27.8820375335,56.3002680965,15.81769437,10.7238605898,2.6809651475000003,16.0857908847,16.0857908847,127,2.8897637795,7.48,3.2085561497,8,70.0534759358,-7,26.7379679144,0,118,69,2,47,47,25,1,21,0.6493506494,0,0.8042895442,23.563892145,31.184056272,12.075029308,29.19109027,0.9378663540000001,0.35169988280000003,*,*,2.6963657679,*,*,5.3619302949,2.6809651475000003,0
Châtonnaye,2068,760,2.9810298103,120.253164557,9.8684210526,28.9473684211,57.1052631579,13.9473684211,5.3404539386,1.3351134846,16.0213618158,5.3404539386,264,2.8636363636,6.33,6.0031595577,12,70.9320695103,-9,23.0647709321,0,156,42,48,66,53,17,9,27,8.4337349398,0,0.9485094851,19.627749577,16.976875353,21.206993796,31.923293852,2.4252679075,0.7332205302,2.086858432,*,3.2712915962,1.7484489565999999,*,12.1951219512,4.0650406504,0
Ecublens (FR),2072,318,13.5714285714,65.1639344262,9.4339622642,21.0691823899,68.8679245283,10.0628930818,9.4043887147,0,12.539184953,6.2695924765,123,2.5691056911,4.87,8.4188911704,12,65.5030800821,-10,24.0246406571,2.0533880903,68,29,8,31,26,11,4,11,0,6.25,0,14.868804665,32.798833819,16.909620991,23.032069971,0.2915451895,1.6034985423,0.583090379,*,7.7259475219,2.1865889213,*,34.375,0,0
Grangettes,2079,198,12.5,59.8187311178,11.1111111111,25.7575757576,61.6161616162,12.6262626263,10.1265822785,0,10.1265822785,0,73,2.6986301370000003,3.36,5.0595238095,4,68.75,-6,26.1904761905,0,64,23,17,24,26,11,4,11,1.1494252874,0,2.538071066,12.23628692,22.362869198,15.189873418,45.991561181,0.8438818565,1.4767932489,0.4219409283,*,1.2658227848,0.2109704641,*,15.2284263959,0,0
Massonnens,2086,506,14.7392290249,118.779342723,16.0079051383,24.1106719368,62.8458498024,13.0434782609,10.0704934542,0,14.0986908359,4.0281973817,182,2.7362637363,4.24,6.1320754717,10,73.1132075472,-10,20.7547169811,0,100,40,24,36,39,16,8,15,0.9900990099,24.6406570842,1.6427104723000001,24.402730375,17.064846416,15.443686007,34.897610922,0.5972696246,0.3412969283,0.9385665529,*,5.4607508532,0.8532423208000001,*,16.4271047228,0,0
Mézières (FR),2087,1015,1.8054162487,113.5346756152,13.3004926108,24.7290640394,60.8866995074,14.3842364532,1.9743336624,1.9743336624,9.8716683119,6.9101678184,367,2.7329700272,8.95,6.8156424581,18,79.3296089385,-16,13.7430167598,0.1117318436,253,77,83,93,69,28,10,31,0,4.9455984174,0.1978239367,19.000853971,25.61912895,17.677198975,27.369769428,2.4765157985,1.5371477370000002,0.9820666097,*,4.0136635354,1.3236549957000001,*,35.6083086053,1.978239367,0
Montet (Glâne),2089,388,7.182320442,176.3636363636,13.1443298969,26.2886597938,63.6597938144,10.0515463918,2.541296061,5.082592122,12.706480305,7.623888183,135,2.8666666667,2.19,7.7625570776,8,70.3196347032,-7,20.0913242009,1.8264840183,29,8,12,9,14,4,3,7,2.0134228188,27.5689223058,1.5037593985000002,12.710566616,12.098009188,23.889739663,33.843797856,4.4410413476,6.4318529862,3.3690658499,*,3.2159264931,*,*,50.1253132832,0,0
Romont (FR),2096,5108,11.3339145597,469.0541781451,39.9177760376,24.1190289742,61.1981205951,14.6828504307,3.3726812816000002,2.7775022319,12.3003670271,8.1341136792,2142,2.3300653595,10.9,18.9908256881,54,67.1559633028,-51,13.5779816514,0.2752293578,3339,82,1091,2166,417,29,75,313,0.5804311774,4.6249748643,4.9064950734,18.290258449,27.477989208,21.826185743,21.045157626,1.3206475433,1.5904572565000001,0.46861687020000004,*,6.3334280034,1.6472593013,*,105.3689925598,14.2770963201,6.0325759099
Rue,2097,1470,21.0873146623,131.25,11.9047619048,23.8775510204,63.9455782313,12.1768707483,4.8712595685,4.8712595685,13.2219902575,8.3507306889,592,2.4611486486,11.24,8.71886121,18,71.7971530249,-17,18.7722419929,0.7117437722000001,236,81,45,110,90,30,14,46,0.4511278195,13.5327635328,1.4957264957,12.760834671,27.166934189,20.104333868,27.929373997,1.404494382,2.0064205457,1.0032102729,*,6.7415730337,0.8828250401000001,*,59.1168091168,6.4102564103,0
Siviriez,2099,2230,7.4181117534,109.9605522682,14.2152466368,24.9775784753,60.9417040359,14.0807174888,2.7118644068,1.3559322034,14.011299435,9.4915254237,820,2.6817073171,20.29,7.9842286841,29,74.4208969936,-29,17.1513060621,0.4435682602,633,179,199,255,170,65,37,68,0.2247191011,7.2892938497,0.728929385,17.598242617,23.797900903,22.772760557,27.507932634,1.4644862094,2.0746887967,1.1227727606,*,3.4171344887,0.24408103490000002,*,22.3234624146,5.4669703872,2.7334851936
Ursy,2102,2827,16.8664737495,189.3503014066,14.255394411,26.8482490272,59.6391934913,13.5125574814,3.2467532468,1.443001443,11.544011544,5.4112554113,1079,2.5922150138999998,14.95,8.2274247492,45,66.3545150502,-43,25.4180602007,0,914,112,189,613,169,46,35,88,0.9361702128,34.5969819654,2.6131762974,11.092646448,22.746157042,20.751973411,34.212712921,1.7033651849,1.4748649771,0.789364354,*,5.6086414624,1.6202742002,*,22.8192859772,2.2083179978,0
Villaz-Saint-Pierre,2111,1186,19.0763052209,212.1645796064,17.3693086003,25.6323777403,61.3827993255,12.9848229342,3.3684210526,1.6842105263,11.7894736842,5.8947368421,442,2.5497737557,5.53,13.3815551537,20,62.2061482821,-19,23.869801085,0.5424954792000001,451,36,275,140,74,18,18,38,0.9784735812,28.5954583684,2.7754415475,15.505090055,21.064996085,26.037588097,27.995301488,1.057165231,1.8794048551,0.8613938919,*,4.7768206735,0.8222396241000001,*,17.6619007569,1.6820857864,0
Vuisternens-devant-Romont,2113,2183,11.662404092100001,90.9204498126,7.8790655062,26.5231333028,59.9633531837,13.5135135135,3.7062775075000003,1.3898540653,8.8024090804,5.5594162613,791,2.7307206068000003,24.09,6.102117061,40,78.3727687837,-38,15.0684931507,0.4566210046,623,203,136,284,191,85,33,73,0.6615214994,4.6860356139,0.7966260544,15.270935961,28.54903717,14.823107927,32.10927004,1.3434841021000001,0.7389162562,0.44782803400000004,*,5.8889386476,0.828481863,*,29.9906279288,2.3430178069,0
Villorsonnens,2114,1295,2.7777777778,83.7645536869,8.339768339799999,24.7876447876,59.8455598456,15.3667953668,4.6296296296,0.7716049383,10.0308641975,4.6296296296,470,2.6680851064,15.5,5.6129032258,18,65.2258064516,-22,28.8387096774,0.3225806452,362,122,119,121,93,43,17,33,0.5703422053,0,0.5397070162000001,13.370473538,19.637883008,16.713091922,40.04178273,2.0891364903,1.8454038997,1.0097493036,*,3.93454039,1.3579387187,*,14.6491904395,0.7710100231,0
Torny,2115,883,9.4175960347,86.6535819431,8.8335220838,25.4813137033,60.8154020385,13.7032842582,5.7012542759,3.4207525656,11.4025085519,4.5610034208,324,2.6820987654,10.19,5.7899901865,14,68.8910696762,-15,25.2208047105,0.0981354269,128,59,23,46,53,18,9,26,1.0781671159,10.3329506315,0.5740528129,19.099890231,23.161361142,18.935236004,29.692645445,2.0307354555,1.0976948408,0.2744237102,*,4.8847420417,0.8232711306,*,9.1848450057,0,0
La Folliaz,2116,948,8.5910652921,96.1460446247,6.8565400844,26.3713080169,61.7088607595,11.9198312236,5.3106744557,1.0621348911,8.497079129,3.1864046734,354,2.6610169492,9.9,6.3636363636,12,74.7474747475,-12,18.5858585859,0.303030303,169,69,6,94,66,29,5,32,0,9.625668449199999,0.32085561500000004,17.326968974,23.245823389,23.293556086,26.491646778,1.1455847255,2.1002386635,1.2887828162,*,4.2959427208,0.8114558473,*,13.9037433155,1.0695187166,0
Haut-Intyamon,2121,1488,5.1590106007,24.6807099021,16.3978494624,19.6908602151,60.4166666667,19.8924731183,5.4551653597,0.6818956700000001,3.4094783498,6.8189566996,650,2.2507692308,60.47,2.4640317513,47,49.3633206549,-72,37.8865553167,10.2860922772,373,82,139,152,111,31,22,58,0.48019207680000003,6.9204152249,1.5916955017,18.173138129,30.203691916,18.459579885,25.111394017,0.9548058561,1.0502864418,1.0502864418,*,4.0101845958,0.9866327180000001,*,24.2214532872,3.4602076125,1.3840830450000001
Pont-en-Ogoz,2122,1749,9.244222361,172.1456692913,10.5202973128,24.87135506,61.0062893082,14.1223556318,4.6242774566,2.3121387283,10.9826589595,5.7803468208,706,2.4660056657,9.95,12.6633165829,3,65.2261306533,-3,22.0100502513,0.10050251260000001,345,55,31,259,91,20,12,59,0.2496878901,8.1823495032,1.1689070719,19.279764821,21.925526703,24.056834885,23.4688878,1.6658500735000001,3.6746692798,0.8329250367000001,*,4.8995590397,0.19598236160000002,*,28.0537697253,5.2600818235,4.0911747516
Botterens,2123,529,9.5238095238,123.887587822,13.6105860113,26.0869565217,59.168241966,14.7448015123,1.9047619048,5.7142857143,7.619047619,3.8095238095,204,2.5735294118,4.17,9.1127098321,4,35.0119904077,-15,54.1966426859,1.6786570743,149,17,97,35,29,4,10,15,0.41152263370000003,7.6775431862,1.1516314779,13.110539846,24.678663239,19.194515853,36.932305056,0.4284490146,0.2570694087,0.0856898029,*,5.3127677806,*,*,15.3550863724,0,7.6775431862
Broc,2124,2514,9.4947735192,250.6480558325,30.5887032617,22.553699284,61.614956245,15.831344471,4.7865975269,4.3877143997,10.3709613083,11.9664938173,1081,2.2886216466000002,10.06,9.0457256461,12,41.7495029821,-11,44.1351888668,5.069582505,880,14,422,444,105,4,19,82,0.8389261745000001,0.8,3.36,20.812752582,24.202963628,24.943870678,22.451728783,1.4369106421,1.9308486753,0.6286484059,*,3.3902110463,0.202065559,*,52,3.6,5.2
Bulle,2125,21464,13.2844249749,899.5808885163,37.2437569884,21.9530376444,63.8743943347,14.1725680209,4.7294740825,2.4593265229,12.7222852819,7.0469163829,8792,2.3059599636,23.86,21.5842414082,185,46.2279966471,-191,31.307627829,0.8801341157,13727,58,4953,8716,1370,20,230,1120,2.2930705019,14.6465616596,3.5631963119,21.153846154,19.233714218,26.749322653,22.520320415,1.2957945577,2.5533042761,0.774531747,*,5.156673342,0.5624926375,*,88.2155205532,16.2792931233,7.5393776412
Châtel-sur-Montsalvens,2128,262,6.5040650407000005,128.431372549,27.0992366412,20.2290076336,63.7404580153,16.0305343511,0,3.8759689922,19.3798449612,0,108,2.3981481480999998,2,8,5,47,-6,42.5,2.5,29,7,2,20,14,3,2,9,1.1834319527,3.937007874,1.5748031496000001,18.165467626,13.129496403,22.122302158,36.690647482,*,0.35971223020000004,4.1366906475,*,5.3956834532,*,*,23.6220472441,0,0
Corbières,2129,821,19.5050946143,85.2544132918,12.7892813642,24.3605359318,60.0487210719,15.5907429963,5.0093926111,0,17.532874139,10.0187852223,325,2.5015384615,9.6,5.4166666667,19,52.0833333333,-33,42.3958333333,0.10416666670000001,166,27,68,71,52,13,12,27,3.0769230769,11.5979381443,1.675257732,15.726681128,22.505422993,18.05856833,33.839479393,3.3080260303999998,1.5184381779,1.0845986985,*,3.8503253796,0.1084598698,*,9.0206185567,0,0
Crésuz,2130,324,9.8305084746,182.0224719101,16.6666666667,14.1975308642,60.4938271605,25.3086419753,0,0,12.7186009539,15.8982511924,167,1.9161676647,1.8,23.3333333333,5,33.8888888889,-10,35,7.7777777778,25,2,3,20,11,1,2,8,2.8368794326,3.2786885246,1.6393442623,15.413070284,28.606658446,14.67324291,35.388409371,0.2466091245,1.7262638718,0.9864364982,*,2.7127003699000003,0.2466091245,*,29.5081967213,0,6.5573770492
