commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Gudo,837,0.18,0.26,0.36,0.2,0.48,0.81
Guggisberg,1562,0.19,0.23,0.37,0.21,0.5,0.98
Gunzgen,1663,0.17,0.27,0.41,0.15,0.51,0.87
Gurbrü,245,0.18,0.24,0.35,0.22,0.54,0.92
Gurmels,4070,0.2,0.26,0.41,0.13,0.51,0.92
Gurtnellen,573,0.18,0.21,0.38,0.23,0.51,0.91
Gurzelen,848,0.24,0.27,0.36,0.14,0.5,0.98
Guttannen,305,0.13,0.25,0.37,0.24,0.56,0.85
Guttet-Feschel,427,0.18,0.19,0.4,0.22,0.49,0.94
Gy,499,0.25,0.27,0.37,0.12,0.46,0.79
Gächlingen,792,0.15,0.24,0.41,0.2,0.51,0.92
Gänsbrunnen,93,0.22,0.2,0.45,0.13,0.56,0.97
Göschenen,436,0.15,0.24,0.38,0.24,0.5,0.84
Gündlischwand,339,0.2,0.24,0.39,0.18,0.5,0.87
Günsberg,1151,0.17,0.23,0.39,0.21,0.49,0.92
Güttingen,1555,0.19,0.26,0.38,0.17,0.5,0.81
Habkern,660,0.21,0.23,0.35,0.21,0.5,0.92
Habsburg,406,0.15,0.23,0.46,0.16,0.51,0.92
Hagenbuch,1111,0.2,0.27,0.42,0.12,0.52,0.9
Hagneck,401,0.13,0.19,0.44,0.23,0.5,0.95
Haldenstein,1036,0.22,0.26,0.38,0.14,0.5,0.88
Hallau,2089,0.19,0.23,0.36,0.22,0.49,0.84
Hallwil,796,0.16,0.3,0.4,0.14,0.51,0.82
Halten,866,0.19,0.23,0.37,0.2,0.5,0.92
Hasle (LU),1778,0.22,0.27,0.33,0.18,0.52,0.95
Hasle bei Burgdorf,3299,0.19,0.28,0.35,0.18,0.5,0.94
Hasliberg,1161,0.2,0.23,0.35,0.22,0.5,0.88
Hauenstein-Ifenthal,316,0.22,0.21,0.41,0.17,0.53,0.91
Hauptwil-Gottshaus,1919,0.22,0.29,0.37,0.12,0.51,0.9
Hausen (AG),3381,0.17,0.3,0.35,0.17,0.5,0.78
Hausen am Albis,3466,0.2,0.23,0.4,0.17,0.48,0.86
Haut-Intyamon,1488,0.17,0.25,0.38,0.2,0.51,0.84
Haut-Vully,1397,0.16,0.22,0.43,0.2,0.51,0.87
Haute-Ajoie,955,0.17,0.23,0.38,0.22,0.51,0.92
Haute-Sorne,6890,0.21,0.26,0.35,0.18,0.49,0.86
Hauterive (FR),2407,0.25,0.27,0.35,0.13,0.51,0.87
Hauterive (NE),2558,0.17,0.29,0.34,0.2,0.47,0.74
Hauteville,615,0.24,0.25,0.36,0.14,0.5,0.9
Hedingen,3650,0.2,0.26,0.4,0.14,0.5,0.85
Hefenhofen,1234,0.19,0.27,0.42,0.12,0.51,0.86
Heiden,4081,0.17,0.25,0.37,0.21,0.5,0.8
Heiligenschwendi,681,0.16,0.21,0.36,0.26,0.48,0.9
Heimberg,6631,0.18,0.29,0.36,0.17,0.5,0.9
Heimenhausen,1050,0.17,0.27,0.39,0.17,0.51,0.93
Heimiswil,1619,0.2,0.23,0.37,0.2,0.5,0.96
Heitenried,1377,0.19,0.28,0.38,0.16,0.52,0.97
Hellikon,796,0.18,0.24,0.4,0.18,0.48,0.95
Hellsau,195,0.22,0.26,0.38,0.14,0.49,0.95
Hemberg,907,0.23,0.25,0.36,0.17,0.51,0.93
Hemishofen,455,0.18,0.21,0.42,0.19,0.51,0.84
Hemmiken,260,0.15,0.22,0.44,0.2,0.48,0.94
Hendschiken,1141,0.21,0.31,0.36,0.12,0.51,0.83
Henggart,2275,0.23,0.24,0.37,0.17,0.48,0.9
Henniez,287,0.22,0.21,0.41,0.17,0.52,0.79
Herbetswil,540,0.17,0.25,0.34,0.23,0.53,0.91
Herbligen,583,0.21,0.26,0.37,0.16,0.5,0.95
Herdern,987,0.2,0.25,0.42,0.12,0.49,0.91
Hergiswil (NW),5610,0.13,0.25,0.4,0.22,0.53,0.79
Hergiswil bei Willisau,1868,0.23,0.29,0.33,0.16,0.51,0.94
Herisau,15508,0.17,0.3,0.36,0.18,0.5,0.79
Hermance,1010,0.24,0.21,0.37,0.17,0.49,0.69
Hermenches,375,0.22,0.23,0.38,0.18,0.5,0.86
Hermiswil,102,0.19,0.25,0.38,0.18,0.48,0.91
Hermrigen,275,0.14,0.25,0.37,0.24,0.5,0.92
Herrliberg,6241,0.19,0.21,0.4,0.2,0.48,0.79
Hersberg,338,0.18,0.19,0.4,0.23,0.51,0.88
Herznach,1405,0.21,0.27,0.39,0.13,0.52,0.87
Herzogenbuchsee,6955,0.17,0.29,0.33,0.2,0.48,0.84
Hettlingen,3066,0.23,0.2,0.4,0.17,0.49,0.91
Hildisrieden,2054,0.19,0.25,0.38,0.18,0.5,0.92
Hilterfingen,4048,0.16,0.2,0.38,0.27,0.47,0.92
Himmelried,919,0.15,0.18,0.47,0.2,0.51,0.88
Hindelbank,2384,0.18,0.3,0.35,0.17,0.5,0.89
Hinterrhein,65,0.2,0.18,0.34,0.28,0.51,0.98
Hinwil,10798,0.18,0.27,0.36,0.18,0.5,0.84
Hirschthal,1543,0.19,0.26,0.39,0.16,0.5,0.89
Hirzel,2134,0.21,0.23,0.39,0.17,0.49,0.86
Hittnau,3644,0.21,0.25,0.42,0.12,0.5,0.91
Hitzkirch,5069,0.21,0.27,0.38,0.14,0.5,0.85
Hochdorf,9400,0.19,0.3,0.35,0.17,0.49,0.79
Hochfelden,2024,0.22,0.25,0.39,0.14,0.5,0.85
Hochwald,1286,0.19,0.21,0.43,0.17,0.49,0.89
Hofstetten (ZH),482,0.22,0.29,0.37,0.13,0.53,0.95
Hofstetten bei Brienz,535,0.14,0.23,0.38,0.25,0.53,0.93
Hofstetten-Flüh,3186,0.18,0.21,0.42,0.19,0.5,0.83
Hohenrain,2481,0.22,0.28,0.38,0.12,0.51,0.93
Hohentannen,619,0.22,0.28,0.38,0.12,0.52,0.9
Holderbank (AG),1101,0.17,0.32,0.36,0.15,0.52,0.72
Holderbank (SO),621,0.19,0.2,0.4,0.21,0.51,0.89
Holziken,1293,0.17,0.31,0.37,0.15,0.5,0.83
Homberg,517,0.26,0.24,0.34,0.16,0.49,0.98
Hombrechtikon,8429,0.19,0.25,0.37,0.19,0.49,0.8
Homburg,1507,0.2,0.25,0.38,0.17,0.49,0.93
Honau,381,0.22,0.26,0.44,0.09,0.51,0.91
Horgen,20030,0.19,0.28,0.35,0.18,0.49,0.7
Horn,2593,0.16,0.27,0.37,0.2,0.51,0.82
Hornussen,916,0.16,0.3,0.39,0.14,0.52,0.82
Horrenbach-Buchen,250,0.21,0.25,0.37,0.17,0.54,0.99
Horriwil,863,0.21,0.25,0.35,0.2,0.51,0.95
Horw,13811,0.17,0.26,0.36,0.21,0.49,0.83
Hospental,196,0.11,0.26,0.39,0.24,0.49,0.88
Hubersdorf,718,0.2,0.22,0.43,0.15,0.5,0.93
Humlikon,498,0.22,0.22,0.37,0.2,0.5,0.94
Hundwil,989,0.26,0.27,0.32,0.15,0.52,0.95
Hunzenschwil,3696,0.18,0.34,0.35,0.13,0.51,0.72
Huttwil,4677,0.18,0.26,0.35,0.21,0.51,0.9
Häfelfingen,270,0.18,0.23,0.45,0.14,0.49,0.91
Hägendorf,4784,0.19,0.27,0.36,0.18,0.5,0.79
Häggenschwil,1225,0.24,0.25,0.36,0.14,0.49,0.92
Hägglingen,2352,0.2,0.25,0.4,0.16,0.51,0.88
Härkingen,1534,0.17,0.33,0.37,0.12,0.52,0.84
Häutligen,242,0.18,0.24,0.42,0.17,0.46,1.0
Hérémence,1360,0.12,0.2,0.37,0.31,0.48,0.94
Höchstetten,274,0.17,0.27,0.36,0.2,0.49,0.97
Hölstein,2381,0.19,0.27,0.36,0.18,0.5,0.84
Höri,2663,0.19,0.29,0.38,0.14,0.51,0.68
Hünenberg,8841,0.21,0.25,0.39,0.15,0.51,0.84
Hüniken,85,0.19,0.09,0.48,0.24,0.51,0.99
Hüntwangen,1015,0.2,0.22,0.41,0.16,0.51,0.89
Hütten,907,0.22,0.25,0.37,0.16,0.51,0.93
Hüttikon,703,0.17,0.24,0.43,0.16,0.49,0.86
Hüttlingen,841,0.2,0.29,0.38,0.14,0.53,0.9
Hüttwilen,1632,0.22,0.23,0.39,0.16,0.5,0.91
Icogne,558,0.14,0.22,0.38,0.26,0.5,0.79
Iffwil,430,0.2,0.25,0.38,0.17,0.51,0.97
Ilanz/Glion,4684,0.17,0.26,0.37,0.21,0.48,0.85
Illgau,790,0.24,0.31,0.34,0.12,0.51,0.98
Illnau-Effretikon,16287,0.18,0.3,0.33,0.19,0.49,0.75
Inden,122,0.16,0.2,0.39,0.25,0.52,0.8
Ingenbohl,8654,0.17,0.27,0.35,0.22,0.48,0.8
Inkwil,625,0.13,0.23,0.43,0.22,0.5,0.95
Innerthal,190,0.2,0.24,0.36,0.2,0.51,0.95
Innertkirchen,1069,0.14,0.23,0.4,0.23,0.52,0.89
Ins,3406,0.21,0.25,0.35,0.18,0.48,0.83
Interlaken,5680,0.14,0.32,0.33,0.21,0.48,0.7
Inwil,2429,0.21,0.33,0.34,0.12,0.52,0.9
Ipsach,4015,0.18,0.23,0.38,0.22,0.5,0.88
Iragna,563,0.18,0.25,0.41,0.17,0.51,0.76
Iseltwald,433,0.18,0.2,0.36,0.25,0.48,0.9
Isenthal,514,0.22,0.28,0.34,0.16,0.53,0.99
Islisberg,617,0.21,0.27,0.4,0.12,0.52,0.88
Isone,394,0.13,0.22,0.39,0.26,0.53,0.91
Isorno,317,0.14,0.17,0.46,0.24,0.52,0.9
Isérables,871,0.14,0.24,0.36,0.25,0.49,0.97
Itingen,2069,0.19,0.28,0.38,0.16,0.5,0.81
Ittigen,11247,0.16,0.27,0.35,0.22,0.49,0.78
Jaberg,253,0.17,0.26,0.42,0.15,0.48,0.96
Jaun,664,0.21,0.24,0.33,0.23,0.53,0.97
Jegenstorf,5502,0.18,0.24,0.36,0.21,0.49,0.91
Jenaz,1184,0.19,0.23,0.37,0.21,0.5,0.91
Jenins,909,0.2,0.28,0.37,0.15,0.49,0.89
Jens,680,0.18,0.19,0.44,0.19,0.5,0.95
Jeuss,422,0.22,0.22,0.43,0.12,0.48,0.93
Jonen,1958,0.22,0.23,0.43,0.12,0.5,0.87
Jongny,1472,0.2,0.22,0.37,0.21,0.5,0.75
Jonschwil,3761,0.23,0.27,0.37,0.13,0.5,0.88
Jorat-Menthue,1469,0.22,0.29,0.35,0.14,0.52,0.85
Jouxtens-Mézery,1397,0.21,0.23,0.38,0.18,0.5,0.78
Juriens,307,0.14,0.31,0.33,0.22,0.48,0.94
Jussy,1256,0.22,0.24,0.35,0.19,0.49,0.79
Kaiseraugst,5571,0.18,0.28,0.37,0.17,0.5,0.72
Kaiserstuhl,404,0.13,0.26,0.45,0.16,0.53,0.73
Kaisten,2573,0.19,0.24,0.39,0.18,0.5,0.85
Kallern,318,0.2,0.24,0.43,0.13,0.5,0.93
Kallnach,1949,0.17,0.26,0.39,0.19,0.49,0.91
Kaltbrunn,4682,0.21,0.31,0.35,0.13,0.51,0.81
Kammersrohr,33,0.09,0.27,0.42,0.21,0.52,0.97
Kandergrund,783,0.18,0.27,0.35,0.2,0.52,0.92
Kandersteg,1299,0.14,0.28,0.34,0.25,0.49,0.8
Kappel (SO),3054,0.18,0.28,0.38,0.17,0.5,0.82
Kappel am Albis,1014,0.22,0.24,0.4,0.14,0.51,0.86
Kappelen,1338,0.21,0.24,0.4,0.15,0.51,0.92
Kaufdorf,1039,0.21,0.24,0.39,0.16,0.5,0.91
Kehrsatz,4210,0.2,0.27,0.33,0.21,0.49,0.79
Kemmental,2358,0.19,0.27,0.39,0.15,0.52,0.82
Kernenried,490,0.21,0.22,0.39,0.18,0.5,0.95
Kerns,5999,0.22,0.3,0.34,0.14,0.5,0.91
Kerzers,4828,0.2,0.31,0.36,0.14,0.5,0.76
Kesswil,999,0.2,0.21,0.39,0.2,0.49,0.83
Kestenholz,1755,0.2,0.26,0.37,0.17,0.51,0.94
Kienberg,524,0.19,0.26,0.37,0.19,0.5,0.94
Kiesen,927,0.21,0.29,0.37,0.12,0.48,0.95
Kilchberg (BL),157,0.22,0.21,0.39,0.18,0.49,0.94
Kilchberg (ZH),7865,0.18,0.25,0.37,0.2,0.48,0.7
Killwangen,1929,0.18,0.26,0.41,0.15,0.51,0.74
Kippel,354,0.14,0.24,0.37,0.25,0.49,0.97
Kirchberg (BE),5807,0.17,0.26,0.37,0.2,0.49,0.86
Kirchberg (SG),8721,0.21,0.29,0.35,0.15,0.52,0.73
Kirchdorf (BE),921,0.18,0.26,0.38,0.17,0.5,0.94
Kirchenthurnen,278,0.15,0.25,0.38,0.22,0.46,0.97
Kirchleerau,833,0.18,0.27,0.39,0.16,0.5,0.91
Kirchlindach,2899,0.16,0.23,0.38,0.23,0.48,0.93
Kleinandelfingen,2062,0.2,0.25,0.4,0.16,0.5,0.88
Kleinbösingen,590,0.17,0.22,0.46,0.15,0.5,0.95
Kleinlützel,1258,0.18,0.2,0.39,0.22,0.48,0.91
Klingnau,3263,0.16,0.29,0.37,0.18,0.51,0.72
Klosters-Serneus,3840,0.15,0.25,0.35,0.25,0.49,0.78
Kloten,18371,0.17,0.32,0.35,0.17,0.51,0.69
Knonau,2037,0.21,0.26,0.39,0.15,0.51,0.84
Knutwil,2126,0.24,0.26,0.38,0.12,0.51,0.9
Koblenz,1604,0.18,0.28,0.37,0.16,0.53,0.59
Konolfingen,5050,0.17,0.27,0.35,0.2,0.48,0.91
Koppigen,2117,0.18,0.24,0.4,0.18,0.48,0.94
Kradolf-Schönenberg,3532,0.18,0.31,0.38,0.13,0.51,0.77
Krattigen,1106,0.15,0.22,0.36,0.27,0.49,0.93
Krauchthal,2306,0.17,0.27,0.39,0.16,0.51,0.95
Kreuzlingen,21287,0.16,0.31,0.36,0.18,0.5,0.46
Kriechenwil,430,0.16,0.2,0.34,0.3,0.49,0.95
Kriegstetten,1272,0.16,0.27,0.39,0.18,0.5,0.9
Kriens,27223,0.17,0.28,0.35,0.2,0.49,0.82
Kyburg,405,0.2,0.21,0.45,0.13,0.51,0.91
Känerkinden,497,0.19,0.18,0.4,0.23,0.51,0.91
Kölliken,4302,0.19,0.28,0.37,0.16,0.49,0.81
Köniz,39988,0.17,0.28,0.35,0.2,0.48,0.82
Küblis,838,0.19,0.26,0.36,0.18,0.48,0.82
Künten,1685,0.2,0.27,0.38,0.15,0.51,0.84
Küsnacht (ZH),13844,0.18,0.22,0.36,0.24,0.48,0.75
Küssnacht (SZ),12395,0.18,0.26,0.39,0.18,0.51,0.79
Küttigen,5978,0.18,0.25,0.38,0.19,0.49,0.85
L'Abbaye,1450,0.17,0.28,0.34,0.21,0.48,0.85
L'Abergement,249,0.24,0.18,0.41,0.16,0.53,0.94
L'Isle,1004,0.18,0.27,0.39,0.17,0.5,0.87
La Baroche,1164,0.21,0.21,0.37,0.22,0.5,0.94
La Brillaz,1863,0.25,0.26,0.37,0.12,0.51,0.89
La Brévine,645,0.17,0.23,0.36,0.23,0.51,0.93
La Chaux (Cossonay),422,0.23,0.27,0.36,0.14,0.5,0.87
La Chaux-de-Fonds,39014,0.19,0.3,0.33,0.18,0.48,0.69
La Chaux-des-Breuleux,97,0.19,0.25,0.35,0.22,0.54,0.92
La Chaux-du-Milieu,499,0.27,0.25,0.34,0.14,0.52,0.96
La Côte-aux-Fées,478,0.19,0.24,0.32,0.25,0.5,0.91
La Ferrière,546,0.2,0.28,0.38,0.14,0.5,0.93
La Folliaz,948,0.24,0.27,0.38,0.12,0.5,0.93
La Neuveville,3682,0.17,0.26,0.36,0.21,0.49,0.83
La Praz,158,0.18,0.29,0.4,0.13,0.52,0.89
La Punt-Chamues-ch,752,0.16,0.26,0.39,0.19,0.5,0.72
La Rippe,1086,0.23,0.24,0.4,0.13,0.49,0.73
La Roche,1558,0.21,0.28,0.36,0.15,0.51,0.85
La Sagne,946,0.21,0.23,0.34,0.22,0.49,0.93
La Sarraz,2512,0.21,0.31,0.35,0.13,0.49,0.73
La Sonnaz,1051,0.24,0.25,0.4,0.11,0.49,0.88
La Tour-de-Peilz,11196,0.19,0.25,0.34,0.22,0.47,0.71
La Tène,4822,0.2,0.24,0.37,0.19,0.49,0.74
La Verrerie,1157,0.25,0.26,0.37,0.12,0.49,0.86
Laax,1566,0.12,0.33,0.35,0.19,0.55,0.82
Lachen,8226,0.17,0.29,0.36,0.18,0.5,0.71
Laconnex,627,0.18,0.25,0.36,0.22,0.49,0.83
Lajoux (JU),667,0.2,0.25,0.36,0.18,0.49,0.93
Lalden,667,0.16,0.28,0.38,0.19,0.51,0.89
Lamone,1777,0.18,0.29,0.37,0.16,0.5,0.59
Lampenberg,508,0.18,0.21,0.4,0.21,0.5,0.95
Lancy,30911,0.21,0.3,0.33,0.17,0.48,0.63
Landiswil,631,0.19,0.25,0.36,0.2,0.49,0.98
Landquart,8692,0.17,0.29,0.37,0.16,0.5,0.81
Langenbruck,992,0.16,0.26,0.39,0.19,0.53,0.81
Langendorf,3786,0.16,0.25,0.36,0.23,0.48,0.86
Langenthal,15316,0.16,0.31,0.33,0.2,0.49,0.79
Langnau am Albis,7425,0.19,0.25,0.35,0.21,0.49,0.74
Langnau im Emmental,9106,0.18,0.28,0.34,0.19,0.48,0.93
Langrickenbach,1269,0.21,0.29,0.38,0.12,0.51,0.85
Lantsch/Lenz,512,0.13,0.26,0.35,0.25,0.52,0.85
Lauenen,812,0.19,0.28,0.34,0.2,0.49,0.88
Lauerz,1077,0.22,0.27,0.37,0.13,0.52,0.92
Laufen,5491,0.17,0.28,0.36,0.19,0.49,0.76
Laufen-Uhwiesen,1631,0.19,0.19,0.4,0.21,0.5,0.88
Laufenburg,3330,0.18,0.26,0.38,0.18,0.52,0.69
Laupen,2928,0.16,0.25,0.37,0.22,0.49,0.87
Laupersdorf,1711,0.22,0.24,0.37,0.17,0.51,0.91
Lauperswil,2637,0.18,0.26,0.37,0.19,0.5,0.96
Lausanne,133859,0.17,0.37,0.3,0.15,0.48,0.58
Lausen,5043,0.17,0.29,0.37,0.16,0.49,0.73
Lauterbrunnen,2454,0.14,0.25,0.39,0.22,0.5,0.75
Lauwil,334,0.18,0.2,0.39,0.23,0.49,0.94
Lavertezzo,1291,0.21,0.26,0.38,0.14,0.5,0.78
Lavey-Morcles,889,0.19,0.28,0.36,0.17,0.49,0.84
Lavigny,930,0.24,0.25,0.39,0.12,0.49,0.74
Lavizzara,563,0.15,0.22,0.36,0.28,0.51,0.94
Lax,296,0.17,0.25,0.39,0.2,0.52,0.84
Le Bémont (JU),312,0.21,0.24,0.37,0.18,0.5,0.98
Le Cerneux-Péquignot,317,0.23,0.26,0.34,0.17,0.53,0.96
Le Chenit,4504,0.18,0.27,0.33,0.22,0.5,0.73
Le Châtelard,373,0.24,0.27,0.34,0.16,0.5,0.95
Le Flon,1171,0.26,0.27,0.35,0.12,0.5,0.92
Le Glèbe,1246,0.26,0.29,0.34,0.11,0.5,0.91
Le Grand-Saconnex,12030,0.23,0.28,0.34,0.15,0.48,0.55
Le Landeron,4466,0.19,0.25,0.36,0.19,0.49,0.81
Le Lieu,860,0.17,0.26,0.34,0.23,0.51,0.85
Le Locle,10431,0.19,0.28,0.33,0.2,0.5,0.71
Le Mont-sur-Lausanne,6949,0.21,0.29,0.33,0.17,0.5,0.75
Le Mouret,3104,0.21,0.25,0.39,0.15,0.51,0.87
Le Noirmont,1814,0.19,0.3,0.35,0.16,0.47,0.86
Le Pâquier (FR),1101,0.24,0.25,0.37,0.14,0.49,0.86
Le Vaud,1239,0.25,0.21,0.4,0.13,0.51,0.82
Leggia,137,0.19,0.21,0.39,0.2,0.48,0.91
Leibstadt,1325,0.18,0.27,0.37,0.18,0.53,0.68
Leimbach (AG),472,0.2,0.22,0.39,0.18,0.51,0.87
Leissigen,976,0.17,0.2,0.41,0.22,0.5,0.92
Lengnau (AG),2651,0.23,0.24,0.38,0.15,0.5,0.85
Lengnau (BE),4846,0.17,0.25,0.36,0.22,0.5,0.79
Lengwil,1567,0.21,0.27,0.39,0.13,0.5,0.76
Lenk,2427,0.16,0.29,0.35,0.21,0.5,0.86
Lens,3945,0.14,0.23,0.35,0.27,0.5,0.69
Lenzburg,8908,0.16,0.34,0.33,0.17,0.5,0.72
Les Agettes,332,0.13,0.22,0.39,0.26,0.47,0.85
Les Bois,1185,0.22,0.28,0.35,0.15,0.5,0.9
Les Brenets,1062,0.16,0.24,0.36,0.23,0.49,0.86
Les Breuleux,1490,0.2,0.3,0.32,0.18,0.5,0.85
Les Clées,176,0.2,0.22,0.4,0.18,0.52,0.88
Les Enfers,152,0.22,0.27,0.4,0.11,0.49,0.97
Les Genevez (JU),530,0.19,0.24,0.34,0.24,0.5,0.93
Les Montets,1403,0.22,0.28,0.37,0.13,0.51,0.84
Les Planchettes,218,0.22,0.21,0.4,0.17,0.49,0.93
Les Ponts-de-Martel,1275,0.21,0.26,0.33,0.21,0.49,0.92
Les Verrières,718,0.22,0.23,0.34,0.21,0.51,0.91
Leuggern,2123,0.17,0.24,0.41,0.18,0.5,0.82
Leuk,3841,0.17,0.27,0.37,0.19,0.5,0.88
Leukerbad,1491,0.15,0.27,0.42,0.17,0.5,0.63
Leutwil,758,0.19,0.22,0.43,0.16,0.51,0.93
Leuzigen,1232,0.19,0.23,0.38,0.21,0.49,0.95
Leysin,4125,0.22,0.41,0.25,0.11,0.49,0.39
Leytron,3001,0.16,0.26,0.35,0.23,0.49,0.81
Lichtensteig,1946,0.16,0.31,0.35,0.18,0.51,0.81
Liddes,751,0.2,0.26,0.33,0.21,0.52,0.93
Liedertswil,164,0.19,0.2,0.41,0.21,0.53,0.95
Liesberg,1162,0.15,0.24,0.41,0.2,0.51,0.9
Liestal,13951,0.17,0.29,0.35,0.19,0.5,0.73
Ligerz,541,0.15,0.21,0.38,0.26,0.48,0.93
Lignerolle,391,0.2,0.3,0.35,0.14,0.54,0.87
Lignières,953,0.24,0.25,0.37,0.14,0.52,0.88
Lindau,5388,0.2,0.27,0.38,0.15,0.51,0.79
Linden,1283,0.19,0.24,0.38,0.19,0.49,0.96
Linescio,52,0.02,0.23,0.54,0.21,0.54,0.83
Locarno,15797,0.15,0.26,0.35,0.23,0.47,0.66
Lodrino,1736,0.19,0.24,0.37,0.2,0.51,0.71
Lohn (GR),41,0.12,0.32,0.32,0.24,0.44,1.0
Lohn (SH),745,0.21,0.25,0.4,0.13,0.49,0.9
Lohn-Ammannsegg,2659,0.16,0.24,0.39,0.21,0.49,0.91
Lohnstorf,235,0.23,0.21,0.4,0.16,0.46,0.96
Lommis,1198,0.21,0.27,0.41,0.11,0.51,0.87
Lommiswil,1440,0.18,0.2,0.41,0.21,0.5,0.94
Lonay,2499,0.2,0.25,0.35,0.2,0.48,0.77
Longirod,439,0.2,0.26,0.39,0.16,0.52,0.83
Losone,6533,0.17,0.24,0.37,0.22,0.5,0.77
Lostallo,762,0.17,0.24,0.38,0.2,0.52,0.83
Lostorf,3887,0.19,0.23,0.4,0.18,0.5,0.9
Lotzwil,2514,0.19,0.27,0.35,0.18,0.51,0.84
Lovatens,140,0.17,0.25,0.34,0.24,0.49,0.95
Loveresse,335,0.19,0.26,0.35,0.19,0.51,0.93
Lucens,3297,0.21,0.32,0.33,0.14,0.5,0.6
Lufingen,1915,0.22,0.24,0.43,0.11,0.52,0.82
Lugano,63646,0.16,0.27,0.36,0.22,0.48,0.62
Lugnez,191,0.17,0.26,0.39,0.18,0.52,0.93
Luins,611,0.22,0.28,0.39,0.11,0.51,0.63
Lully (FR),1076,0.26,0.28,0.34,0.12,0.48,0.85
Lully (VD),764,0.24,0.24,0.38,0.15,0.52,0.84
Lumino,1404,0.19,0.25,0.37,0.19,0.49,0.83
Lumnezia,2078,0.13,0.24,0.36,0.27,0.51,0.96
Lungern,2112,0.19,0.24,0.36,0.21,0.51,0.89
Lupfig,2284,0.18,0.25,0.4,0.18,0.5,0.82
Lupsingen,1400,0.2,0.19,0.39,0.21,0.49,0.91
Lurtigen,183,0.18,0.21,0.43,0.18,0.47,0.99
Lussery-Villars,406,0.17,0.34,0.36,0.12,0.51,0.81
Lussy-sur-Morges,652,0.22,0.22,0.37,0.19,0.5,0.81
Luterbach,3393,0.18,0.25,0.38,0.2,0.49,0.84
Luthern,1306,0.22,0.25,0.34,0.19,0.53,0.95
Lutry,9644,0.18,0.23,0.37,0.22,0.48,0.73
Lutzenberg,1258,0.16,0.24,0.46,0.14,0.53,0.83
Luzein,1228,0.19,0.22,0.37,0.21,0.52,0.92
Luzern,81039,0.14,0.35,0.32,0.19,0.48,0.76
Lyss,14182,0.17,0.3,0.36,0.17,0.5,0.83
Lyssach,1412,0.15,0.3,0.36,0.19,0.51,0.92
Läufelfingen,1292,0.18,0.25,0.37,0.2,0.51,0.89
Léchelles,751,0.21,0.36,0.31,0.12,0.51,0.82
Löhningen,1372,0.21,0.25,0.36,0.17,0.5,0.88
Lüscherz,528,0.15,0.24,0.43,0.18,0.51,0.9
Lüsslingen-Nennigkofen,1023,0.2,0.24,0.39,0.18,0.5,0.87
Lüterkofen-Ichertswil,743,0.17,0.24,0.39,0.2,0.48,0.93
Lüterswil-Gächliwil,319,0.13,0.21,0.43,0.22,0.49,0.94
Lütisburg,1439,0.22,0.3,0.35,0.13,0.51,0.88
Lütschental,226,0.13,0.32,0.4,0.15,0.5,0.93
Lützelflüh,4054,0.19,0.24,0.38,0.2,0.49,0.94
Madiswil,3149,0.19,0.24,0.37,0.2,0.49,0.95
Madulain,232,0.17,0.29,0.38,0.17,0.5,0.68
Magden,3883,0.2,0.23,0.39,0.18,0.5,0.85
Maggia,2599,0.18,0.24,0.37,0.21,0.49,0.89
Magliaso,1516,0.17,0.21,0.38,0.24,0.48,0.77
Maienfeld,2740,0.17,0.27,0.37,0.19,0.5,0.89
Maisprach,929,0.16,0.22,0.46,0.15,0.49,0.87
Maladers,506,0.14,0.26,0.41,0.19,0.51,0.93
Malans,2305,0.2,0.24,0.39,0.17,0.49,0.92
Malters,6923,0.2,0.29,0.37,0.14,0.5,0.89
Mammern,612,0.19,0.26,0.39,0.16,0.5,0.74
Mandach,308,0.23,0.25,0.37,0.15,0.54,0.97
Manno,1301,0.18,0.24,0.37,0.2,0.5,0.82
Maracon,446,0.22,0.23,0.41,0.14,0.48,0.91
Marbach (SG),2136,0.21,0.29,0.37,0.14,0.51,0.82
Marchissy,445,0.21,0.25,0.41,0.13,0.51,0.85
Marly,8095,0.19,0.28,0.35,0.18,0.48,0.72
Marmorera,31,0.03,0.19,0.55,0.23,0.52,0.97
Maroggia,596,0.14,0.25,0.37,0.24,0.49,0.68
Marsens,1797,0.26,0.28,0.35,0.11,0.51,0.84
Marthalen,1990,0.18,0.29,0.36,0.16,0.5,0.89
Martigny,17339,0.18,0.32,0.33,0.17,0.49,0.69
Martigny-Combe,2324,0.18,0.28,0.37,0.17,0.5,0.87
Maschwanden,665,0.21,0.27,0.36,0.16,0.52,0.86
Masein,475,0.22,0.29,0.38,0.12,0.5,0.97
Massagno,6115,0.16,0.28,0.34,0.22,0.46,0.58
Massongex,1749,0.21,0.31,0.37,0.12,0.48,0.83
Massonnens,506,0.22,0.33,0.33,0.13,0.51,0.84
Mathod,552,0.22,0.32,0.33,0.13,0.51,0.88
Mathon,51,0.16,0.27,0.41,0.16,0.57,0.9
Matran,1564,0.21,0.29,0.36,0.14,0.49,0.84
Matten bei Interlaken,3830,0.15,0.28,0.37,0.2,0.48,0.83
Mattstetten,556,0.15,0.22,0.39,0.24,0.53,0.97
Matzendorf,1282,0.17,0.27,0.39,0.17,0.5,0.93
Matzingen,2603,0.2,0.31,0.36,0.13,0.51,0.76
